Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases
1829,63,Male,Leggings,Clothing,29,New York,XL,White,Fall,4.5,Yes,Free Shipping,Yes,Yes,19,Debit Card,Daily
1830,65,Male,Earrings,Accessories,28,Washington,XL,Cream,Spring,1.7,No,Express,No,Yes,18,Credit Card,Daily
1831,23,Male,Bracelet,Accessories,78,California,M,Orange,Fall,2.4,Yes,Standard,No,Yes,2,Debit Card,Daily
1832,18,Female,Hat,Accessories,127,Michigan,XS,Orange,Spring,4.6,No,Free Shipping,No,No,20,Apple Pay,Monthly
1833,65,Female,Windbreaker,Outerwear,98,Tennessee,M,White,Summer,3.4,Yes,Express,No,No,21,Debit Card,Daily
1834,61,Male,Trench Coat,Outerwear,41,Texas,L,White,Winter,4.9,No,Store Pickup,Yes,Yes,3,Bank Transfer,Annually
1835,60,Female,Loafers,Footwear,49,Virginia,XXL,White,Winter,3.1,No,Two-Day Shipping,Yes,Yes,43,Credit Card,Annually
1836,58,Female,Trench Coat,Outerwear,58,Nevada,L,Teal,Winter,4.8,Yes,Two-Day Shipping,Yes,No,31,Google Pay,Annually
1837,18,Female,T-shirt,Clothing,73,Florida,XXL,Orange,Fall,3,Yes,Two-Day Shipping,No,Yes,45,Debit Card,Weekly
1838,20,Female,Sneakers,Footwear,83,Michigan,M,Teal,Winter,3.9,No,Express,No,Yes,9,Google Pay,Bi-Weekly
1839,39,Male,Shorts,Clothing,26,Georgia,XXL,Purple,Spring,3.8,Yes,Store Pickup,No,Yes,51,Apple Pay,Daily
1840,29,Male,Watch,Accessories,82,Texas,L,Beige,Fall,4.5,No,Next Day Air,No,No,2,Cash,Quarterly
1841,23,Female,Shorts,Clothing,126,Illinois,XXL,Olive,Summer,1.1,No,Free Shipping,No,No,51,Debit Card,Weekly
1842,50,Female,Puffer Jacket,Outerwear,112,Georgia,L,Cream,Summer,1.3,No,Store Pickup,Yes,No,41,Debit Card,Weekly
1843,24,Male,Jacket,Clothing,112,Texas,M,Yellow,Fall,3.7,No,Standard,Yes,Yes,32,Credit Card,Weekly
1844,66,Female,Belt,Accessories,148,Colorado,M,Cream,Summer,3.2,No,Free Shipping,Yes,Yes,16,Apple Pay,Quarterly
1845,32,Female,Skirt,Clothing,127,Florida,XL,Red,Fall,4.5,No,Next Day Air,Yes,Yes,52,Google Pay,Bi-Weekly
1846,60,Female,Loafers,Footwear,141,Texas,XL,Olive,Winter,4.3,No,Free Shipping,No,Yes,37,Debit Card,Bi-Weekly
1847,51,Male,Loafers,Footwear,15,Virginia,XS,Purple,Summer,1.6,No,Express,Yes,No,57,Google Pay,Quarterly
1848,52,Female,Bracelet,Accessories,123,Arizona,L,Orange,Winter,3,No,Free Shipping,No,Yes,30,PayPal,Annually
1849,54,Female,Necklace,Accessories,100,Florida,XS,Red,Fall,3.5,Yes,Next Day Air,No,No,43,Bank Transfer,Annually
1850,50,Female,Sunglasses,Accessories,85,Michigan,XXL,Yellow,Fall,1.3,Yes,Store Pickup,No,No,43,Debit Card,Monthly
1851,66,Male,Trench Coat,Outerwear,45,Virginia,XL,Teal,Winter,2.7,No,Express,No,No,22,Bank Transfer,Bi-Weekly
1852,67,Female,Skirt,Clothing,94,Tennessee,XS,Teal,Winter,2.8,No,Express,Yes,Yes,36,Debit Card,Bi-Weekly
1853,25,Female,Sneakers,Footwear,64,Washington,XS,White,Fall,3.3,Yes,Express,No,Yes,8,Google Pay,Bi-Weekly
1854,67,Male,Flip Flops,Footwear,137,Illinois,L,Purple,Spring,3.3,No,Next Day Air,Yes,Yes,51,Cash,Quarterly
1855,18,Male,Shorts,Clothing,65,Tennessee,M,Purple,Spring,1.3,No,Express,No,Yes,23,Bank Transfer,Quarterly
1856,65,Female,Parka,Outerwear,41,Tennessee,M,Beige,Fall,2.1,Yes,Free Shipping,Yes,Yes,57,Apple Pay,Daily
1857,35,Female,Parka,Outerwear,50,Arizona,S,Black,Fall,4,No,Store Pickup,No,Yes,6,Google Pay,Annually
1858,44,Female,Oxfords,Footwear,54,Virginia,XL,Beige,Spring,1.7,Yes,Free Shipping,No,Yes,35,Debit Card,Daily
1859,39,Female,Parka,Outerwear,50,California,S,Pink,Summer,2.7,Yes,Two-Day Shipping,No,No,30,Cash,Quarterly
1860,65,Female,Hat,Accessories,15,Arizona,XL,Teal,Spring,4.3,No,Standard,Yes,Yes,29,Apple Pay,Bi-Weekly
1861,27,Female,Belt,Accessories,91,California,M,Teal,Summer,2.4,Yes,Next Day Air,No,Yes,33,Bank Transfer,Annually
1862,60,Female,Oxfords,Footwear,84,Arizona,L,Pink,Fall,2.5,No,Two-Day Shipping,Yes,No,1,PayPal,Bi-Weekly
1863,59,Male,Hat,Accessories,93,New York,L,Purple,Winter,3.6,Yes,Free Shipping,No,Yes,60,Debit Card,Annually
1864,35,Male,Vest,Clothing,139,Illinois,XXL,Red,Fall,4.5,No,Express,No,No,29,Credit Card,Daily
1865,25,Female,Jacket,Clothing,79,Arizona,L,Red,Fall,3.5,No,Express,Yes,No,44,Google Pay,Monthly
1866,40,Female,Loafers,Footwear,134,Michigan,M,Pink,Fall,1.4,No,Free Shipping,No,No,6,Apple Pay,Quarterly
1867,47,Male,Necklace,Accessories,95,Florida,S,Navy,Fall,4.9,No,Two-Day Shipping,Yes,No,31,Cash,Quarterly
1868,41,Male,Earrings,Accessories,119,Illinois,XS,Navy,Fall,3.5,Yes,Express,No,Yes,15,Debit Card,Annually
1869,18,Female,Earrings,Accessories,19,Arizona,XS,Olive,Winter,4.2,No,Store Pickup,Yes,No,46,Apple Pay,Annually
1870,36,Male,Windbreaker,Outerwear,104,Oregon,M,Teal,Fall,5,Yes,Next Day Air,No,No,45,Bank Transfer,Monthly
1871,47,Male,Jacket,Clothing,63,Colorado,L,White,Spring,1.3,No,Two-Day Shipping,Yes,Yes,48,Credit Card,Monthly
1872,47,Female,Coat,Clothing,23,Arizona,XL,Pink,Summer,4.8,No,Free Shipping,Yes,No,57,Cash,Weekly
1873,55,Male,Skirt,Clothing,123,Arizona,L,Orange,Summer,2.4,Yes,Next Day Air,No,Yes,23,Cash,Bi-Weekly
1874,49,Male,Raincoat,Outerwear,131,Florida,S,Purple,Summer,2.1,Yes,Express,Yes,No,52,Credit Card,Weekly
1875,35,Male,Jacket,Clothing,27,Colorado,L,Olive,Summer,3,No,Two-Day Shipping,Yes,No,25,Bank Transfer,Annually
1876,48,Female,Oxfords,Footwear,128,Virginia,XS,Cream,Fall,3.1,Yes,Express,Yes,Yes,58,Apple Pay,Annually
1877,67,Female,Oxfords,Footwear,108,Michigan,S,Pink,Spring,3.1,No,Express,No,Yes,57,Cash,Monthly
1878,27,Female,Belt,Accessories,124,Colorado,XS,White,Summer,3.7,Yes,Express,Yes,No,40,Cash,Weekly
1879,69,Female,Sunglasses,Accessories,36,Tennessee,XS,Teal,Winter,4.2,Yes,Free Shipping,No,No,48,Bank Transfer,Bi-Weekly
1880,58,Female,Trench Coat,Outerwear,111,Tennessee,M,Cream,Summer,1.7,No,Free Shipping,No,Yes,7,Google Pay,Daily
1881,31,Female,Belt,Accessories,130,New York,XL,Black,Fall,1.6,Yes,Two-Day Shipping,Yes,Yes,28,Bank Transfer,Annually
1882,37,Male,Puffer Jacket,Outerwear,86,Washington,L,White,Fall,2.5,Yes,Express,Yes,Yes,16,Cash,Quarterly
1883,33,Female,Heels,Footwear,83,Texas,XS,White,Summer,2.8,Yes,Next Day Air,Yes,Yes,0,Google Pay,Monthly
1884,47,Female,Trench Coat,Outerwear,26,Oregon,XL,Black,Winter,3.6,No,Next Day Air,Yes,Yes,49,Apple Pay,Monthly
1885,18,Female,Oxfords,Footwear,122,Nevada,L,Cream,Spring,3.5,Yes,Standard,No,Yes,2,PayPal,Quarterly
1886,21,Female,Puffer Jacket,Outerwear,41,Michigan,L,Teal,Summer,1.2,Yes,Next Day Air,No,No,50,Apple Pay,Bi-Weekly
1887,37,Male,Parka,Outerwear,36,Illinois,XS,Beige,Summer,3.4,Yes,Next Day Air,No,Yes,36,Cash,Annually
1888,32,Female,Raincoat,Outerwear,48,Georgia,XXL,White,Winter,3.7,Yes,Two-Day Shipping,Yes,No,35,Google Pay,Daily
1889,52,Male,Mules,Footwear,115,Arizona,XS,Yellow,Fall,1.7,No,Express,Yes,Yes,40,Apple Pay,Annually
1890,28,Female,Oxfords,Footwear,15,Florida,S,White,Winter,3.3,Yes,Two-Day Shipping,No,No,50,PayPal,Quarterly
1891,56,Male,Dress,Clothing,65,Virginia,M,Purple,Summer,4,No,Express,Yes,Yes,26,PayPal,Monthly
1892,23,Female,Oxfords,Footwear,94,Georgia,M,Pink,Summer,4.1,No,Standard,Yes,Yes,47,Credit Card,Bi-Weekly
1893,27,Male,Jacket,Clothing,63,California,XL,Beige,Fall,3.1,No,Two-Day Shipping,Yes,Yes,21,Bank Transfer,Quarterly
1894,49,Female,Raincoat,Outerwear,35,Washington,L,Cream,Spring,1.8,No,Next Day Air,No,Yes,57,Google Pay,Bi-Weekly
1895,34,Female,Dress,Clothing,16,Georgia,XS,Pink,Fall,3.2,Yes,Store Pickup,No,Yes,15,Apple Pay,Monthly
1896,66,Female,Belt,Accessories,118,Arizona,L,Orange,Winter,4.4,Yes,Next Day Air,No,Yes,19,PayPal,Annually
1897,23,Female,Windbreaker,Outerwear,75,Texas,S,Red,Summer,2.1,No,Store Pickup,No,No,58,Bank Transfer,Monthly
1898,25,Male,Necklace,Accessories,92,Michigan,M,Purple,Spring,3.3,No,Store Pickup,Yes,Yes,34,Credit Card,Bi-Weekly
1899,39,Female,Raincoat,Outerwear,56,Arizona,XS,Yellow,Fall,4.3,No,Next Day Air,No,Yes,6,Credit Card,Daily
1900,48,Female,Puffer Jacket,Outerwear,93,Tennessee,L,Beige,Fall,3.7,No,Next Day Air,No,No,9,Google Pay,Quarterly
1901,28,Female,Windbreaker,Outerwear,68,Ohio,XL,Beige,Fall,4.8,Yes,Express,Yes,No,43,Apple Pay,Quarterly
1902,18,Female,Bracelet,Accessories,112,Oregon,XL,Cream,Summer,4.7,No,Standard,Yes,Yes,59,Apple Pay,Quarterly
1903,57,Female,Raincoat,Outerwear,127,Tennessee,L,Yellow,Fall,2.9,Yes,Two-Day Shipping,No,Yes,24,Debit Card,Monthly
1904,29,Female,Puffer Jacket,Outerwear,32,Nevada,XS,Black,Winter,4,No,Standard,Yes,No,11,Debit Card,Annually
1905,52,Male,Coat,Clothing,88,New York,S,Red,Summer,3.7,Yes,Standard,Yes,Yes,39,Google Pay,Weekly
1906,42,Male,Hat,Accessories,117,Washington,XXL,Black,Winter,3.3,No,Store Pickup,Yes,Yes,25,Google Pay,Bi-Weekly
1907,39,Female,Heels,Footwear,115,Georgia,S,Teal,Fall,1.4,No,Express,No,Yes,2,Bank Transfer,Monthly
1908,51,Female,Hat,Accessories,88,Michigan,L,Beige,Summer,1.4,Yes,Free Shipping,Yes,No,22,PayPal,Weekly
1909,33,Female,Skirt,Clothing,120,Virginia,M,Navy,Fall,2.3,Yes,Next Day Air,No,No,34,Apple Pay,Daily
1910,32,Male,Sneakers,Footwear,58,California,S,White,Winter,1.1,Yes,Two-Day Shipping,No,No,26,Debit Card,Quarterly
1911,54,Female,Slip-ons,Footwear,55,Tennessee,XL,Yellow,Summer,4.3,Yes,Free Shipping,Yes,No,36,PayPal,Monthly
1912,48,Female,Boots,Footwear,94,Ohio,XS,Pink,Spring,1.9,Yes,Two-Day Shipping,Yes,No,0,Credit Card,Bi-Weekly
1913,29,Female,T-shirt,Clothing,94,Georgia,XXL,White,Summer,4.8,Yes,Store Pickup,Yes,Yes,5,Cash,Monthly
1914,41,Female,Hat,Accessories,32,Illinois,M,Purple,Winter,3.5,Yes,Standard,No,No,26,Debit Card,Monthly
1915,67,Male,Watch,Accessories,106,Florida,L,Orange,Winter,2,Yes,Standard,Yes,No,3,Apple Pay,Quarterly
1916,65,Male,Hat,Accessories,66,Texas,XL,Beige,Winter,1.6,Yes,Store Pickup,Yes,No,34,Cash,Annually
1917,21,Male,Coat,Clothing,81,Georgia,L,Teal,Summer,1.9,No,Next Day Air,Yes,No,47,Cash,Quarterly
1918,57,Female,Belt,Accessories,16,California,M,Black,Spring,3.3,No,Two-Day Shipping,No,Yes,1,Google Pay,Weekly
1919,54,Male,Belt,Accessories,26,California,XL,Navy,Fall,1.5,Yes,Store Pickup,Yes,No,53,Credit Card,Bi-Weekly
1920,55,Female,Slip-ons,Footwear,144,Florida,XL,White,Fall,3.1,No,Free Shipping,Yes,Yes,27,Bank Transfer,Weekly
1921,36,Male,Raincoat,Outerwear,19,Tennessee,L,Beige,Winter,2.2,Yes,Free Shipping,Yes,No,35,Bank Transfer,Monthly
1922,28,Female,Mules,Footwear,48,Georgia,XL,White,Summer,3.8,Yes,Free Shipping,No,No,15,Bank Transfer,Annually
1923,48,Male,Parka,Outerwear,81,Ohio,S,Orange,Fall,1.8,No,Free Shipping,No,No,10,Google Pay,Monthly
1924,25,Female,Earrings,Accessories,118,Virginia,XXL,Olive,Summer,4.6,Yes,Express,Yes,Yes,17,Google Pay,Annually
1925,26,Female,Shorts,Clothing,135,Colorado,L,Black,Spring,3.9,No,Standard,Yes,No,44,PayPal,Monthly
1926,44,Male,Slip-ons,Footwear,88,Tennessee,S,Pink,Winter,3.8,Yes,Express,No,No,38,Debit Card,Daily
1927,68,Male,Mules,Footwear,28,Colorado,XS,Cream,Fall,4.7,Yes,Standard,No,Yes,29,Debit Card,Daily
1928,29,Male,Cardigan,Clothing,116,Ohio,XS,Olive,Winter,4.8,No,Next Day Air,Yes,Yes,40,Credit Card,Quarterly
1929,57,Male,Sunglasses,Accessories,70,Georgia,XL,Purple,Fall,2.8,No,Express,Yes,Yes,53,Bank Transfer,Annually
1930,61,Female,Bracelet,Accessories,138,Virginia,L,White,Fall,2,Yes,Express,Yes,No,49,Debit Card,Annually
1931,64,Male,Earrings,Accessories,118,Georgia,XS,Black,Summer,1.6,Yes,Two-Day Shipping,Yes,Yes,27,PayPal,Monthly
1932,59,Female,Raincoat,Outerwear,92,Florida,L,Purple,Winter,2,No,Free Shipping,No,Yes,45,PayPal,Weekly
1933,43,Female,Boots,Footwear,51,Oregon,XXL,Cream,Spring,3.9,No,Free Shipping,No,Yes,39,Debit Card,Bi-Weekly
1934,55,Male,Mules,Footwear,85,Georgia,S,Cream,Summer,4.2,No,Express,No,Yes,21,Apple Pay,Weekly
1935,32,Male,Boots,Footwear,20,Tennessee,L,Red,Fall,2.4,Yes,Standard,Yes,Yes,27,PayPal,Daily
1936,36,Female,Loafers,Footwear,79,Texas,XXL,Teal,Fall,1.8,No,Express,Yes,Yes,14,PayPal,Daily
1937,43,Male,Belt,Accessories,47,New York,S,Beige,Spring,4.3,No,Store Pickup,Yes,No,60,PayPal,Bi-Weekly
1938,69,Female,Raincoat,Outerwear,28,Ohio,S,Navy,Fall,4.8,No,Free Shipping,Yes,Yes,37,Google Pay,Weekly
1939,23,Male,Necklace,Accessories,97,New York,XL,Black,Winter,4.1,Yes,Two-Day Shipping,Yes,Yes,52,Cash,Bi-Weekly
1940,63,Male,Skirt,Clothing,94,Colorado,M,White,Winter,1.4,No,Free Shipping,No,No,60,Credit Card,Monthly
1941,29,Male,Windbreaker,Outerwear,86,Illinois,S,Black,Winter,1.5,No,Express,Yes,No,57,Cash,Monthly
1942,26,Male,Oxfords,Footwear,15,Arizona,L,White,Fall,1.2,Yes,Standard,No,No,32,Bank Transfer,Bi-Weekly
1943,46,Female,Puffer Jacket,Outerwear,34,Ohio,S,Orange,Summer,3.8,No,Standard,Yes,Yes,6,Credit Card,Daily
1944,64,Male,Bracelet,Accessories,27,Oregon,S,Teal,Summer,2.9,Yes,Two-Day Shipping,Yes,Yes,17,Bank Transfer,Monthly
1945,33,Male,Coat,Clothing,119,Michigan,L,Cream,Fall,1.4,No,Next Day Air,Yes,No,40,Credit Card,Annually
1946,43,Male,Trench Coat,Outerwear,112,Arizona,S,Purple,Spring,1,Yes,Store Pickup,No,Yes,52,Credit Card,Annually
1947,46,Male,Shorts,Clothing,64,Arizona,S,Beige,Winter,2.1,No,Two-Day Shipping,Yes,Yes,34,Debit Card,Daily
1948,46,Female,Puffer Jacket,Outerwear,41,Nevada,M,Beige,Fall,3.4,Yes,Next Day Air,No,Yes,16,Apple Pay,Monthly
1949,45,Female,Watch,Accessories,149,Michigan,XXL,Pink,Winter,2.5,No,Next Day Air,Yes,Yes,27,PayPal,Bi-Weekly
1950,40,Female,Raincoat,Outerwear,117,New York,M,Red,Spring,3,No,Express,Yes,Yes,46,Credit Card,Weekly
1951,45,Female,Necklace,Accessories,69,New York,L,Cream,Winter,2.9,Yes,Standard,Yes,Yes,24,Apple Pay,Annually
1952,55,Male,Raincoat,Outerwear,121,California,M,Olive,Winter,3.7,Yes,Standard,Yes,No,42,Credit Card,Weekly
1953,39,Female,Hat,Accessories,21,Nevada,XS,Beige,Fall,3.4,Yes,Two-Day Shipping,Yes,Yes,36,Bank Transfer,Monthly
1954,33,Female,Parka,Outerwear,49,Ohio,L,White,Winter,1.9,Yes,Free Shipping,Yes,Yes,49,Cash,Daily
1955,55,Male,T-shirt,Clothing,89,New York,M,Navy,Fall,3.5,Yes,Standard,No,No,6,Apple Pay,Quarterly
1956,35,Female,Trench Coat,Outerwear,114,Florida,XL,Teal,Winter,3.8,No,Standard,No,Yes,9,PayPal,Weekly
1957,58,Female,Trench Coat,Outerwear,29,Texas,S,Navy,Summer,1.1,Yes,Free Shipping,Yes,No,24,Cash,Monthly
1958,29,Female,Raincoat,Outerwear,35,Nevada,M,Purple,Spring,4.3,Yes,Two-Day Shipping,Yes,Yes,21,Credit Card,Monthly
1959,20,Male,Parka,Outerwear,61,New York,XL,Navy,Winter,3.1,No,Free Shipping,No,Yes,37,Google Pay,Monthly
1960,23,Female,Mules,Footwear,50,Arizona,L,Teal,Fall,4.3,No,Free Shipping,No,Yes,0,Debit Card,Weekly
1961,34,Female,Sunglasses,Accessories,63,Oregon,XS,Red,Winter,1.9,Yes,Free Shipping,No,Yes,14,Credit Card,Daily
1962,42,Female,Dress,Clothing,46,Tennessee,M,White,Summer,3.7,No,Standard,No,Yes,1,PayPal,Monthly
1963,54,Male,Leggings,Clothing,41,Washington,XL,Teal,Summer,3.9,No,Store Pickup,Yes,No,46,Apple Pay,Monthly
1964,22,Male,Flip Flops,Footwear,71,Ohio,XS,Olive,Spring,1.8,Yes,Two-Day Shipping,Yes,Yes,60,Bank Transfer,Quarterly
1965,18,Female,Shorts,Clothing,36,Oregon,XXL,Red,Summer,2.3,Yes,Next Day Air,Yes,No,19,Apple Pay,Daily
1966,18,Female,Bracelet,Accessories,27,Virginia,L,Yellow,Spring,2.2,No,Two-Day Shipping,Yes,Yes,1,Debit Card,Daily
1967,66,Female,Necklace,Accessories,84,Georgia,L,Navy,Summer,2.8,No,Two-Day Shipping,No,Yes,29,Cash,Bi-Weekly
1968,31,Female,Hoodie,Clothing,82,Ohio,XL,Orange,Winter,1,Yes,Express,Yes,Yes,25,Cash,Quarterly
1969,29,Female,Belt,Accessories,91,California,XS,Pink,Spring,1.9,No,Next Day Air,No,Yes,60,Credit Card,Annually
1970,49,Female,Skirt,Clothing,76,California,XXL,Black,Spring,1.1,No,Store Pickup,No,No,26,Bank Transfer,Daily
1971,32,Female,Oxfords,Footwear,24,Illinois,M,Black,Spring,2.1,No,Two-Day Shipping,No,No,38,PayPal,Quarterly
1972,70,Female,Puffer Jacket,Outerwear,145,Ohio,XL,White,Winter,1,Yes,Next Day Air,Yes,Yes,3,Apple Pay,Monthly
1973,46,Female,Jacket,Clothing,71,Nevada,L,Beige,Fall,3.4,Yes,Standard,No,Yes,7,Credit Card,Monthly
1974,63,Female,Vest,Clothing,28,Texas,M,Teal,Spring,1.7,Yes,Free Shipping,No,No,5,Bank Transfer,Bi-Weekly
1975,46,Female,Bracelet,Accessories,73,New York,S,Orange,Fall,3.7,No,Store Pickup,No,No,60,Debit Card,Weekly
1976,67,Male,Cardigan,Clothing,69,Oregon,S,Beige,Summer,4.6,Yes,Free Shipping,Yes,No,40,Apple Pay,Bi-Weekly
1977,63,Male,Mules,Footwear,137,Nevada,L,Red,Spring,5,Yes,Two-Day Shipping,No,No,44,Debit Card,Bi-Weekly
1978,30,Female,Windbreaker,Outerwear,149,Illinois,M,Orange,Summer,4.3,Yes,Next Day Air,No,No,42,Credit Card,Bi-Weekly
1979,35,Male,Hoodie,Clothing,46,Tennessee,L,Teal,Winter,2.8,Yes,Next Day Air,Yes,No,23,Google Pay,Annually
1980,32,Female,Cardigan,Clothing,133,Colorado,S,White,Spring,2.6,No,Standard,No,Yes,59,PayPal,Bi-Weekly
1981,43,Male,Trench Coat,Outerwear,129,Texas,XS,Olive,Fall,2.4,Yes,Express,Yes,No,42,Debit Card,Monthly
1982,43,Female,Leggings,Clothing,53,Georgia,M,Navy,Spring,2.3,Yes,Next Day Air,Yes,Yes,3,Cash,Daily
1983,23,Female,T-shirt,Clothing,123,California,L,White,Winter,1.8,No,Free Shipping,Yes,Yes,60,Credit Card,Weekly
1984,61,Male,T-shirt,Clothing,64,Michigan,M,Orange,Winter,4.3,Yes,Store Pickup,No,No,8,Debit Card,Annually
1985,21,Female,Boots,Footwear,82,Michigan,XS,Yellow,Winter,4.8,Yes,Store Pickup,No,No,20,Cash,Monthly
1986,26,Male,Vest,Clothing,33,Virginia,XL,Purple,Summer,4.5,Yes,Next Day Air,Yes,Yes,33,Cash,Monthly
1987,48,Female,Belt,Accessories,31,Nevada,XXL,Orange,Summer,4.3,Yes,Express,No,No,48,Credit Card,Annually
1988,33,Female,Puffer Jacket,Outerwear,144,New York,M,Orange,Spring,2.7,No,Next Day Air,No,Yes,53,Debit Card,Weekly
1989,63,Male,Boots,Footwear,60,Georgia,S,Purple,Summer,4.5,No,Next Day Air,Yes,Yes,24,Google Pay,Weekly
1990,34,Female,Puffer Jacket,Outerwear,57,Tennessee,S,Beige,Summer,4.6,No,Free Shipping,No,No,43,Google Pay,Bi-Weekly
1991,67,Female,Mules,Footwear,144,California,XS,White,Fall,4.1,Yes,Express,Yes,No,16,Credit Card,Quarterly
1992,53,Female,Skirt,Clothing,137,California,M,Beige,Fall,3.4,Yes,Store Pickup,No,Yes,49,Apple Pay,Quarterly
1993,21,Male,Puffer Jacket,Outerwear,106,Colorado,XS,Cream,Summer,1.1,No,Next Day Air,Yes,No,10,Credit Card,Monthly
1994,43,Male,Mules,Footwear,70,Florida,S,Beige,Fall,1.3,Yes,Express,No,No,42,Google Pay,Quarterly
1995,67,Male,Parka,Outerwear,131,Tennessee,XL,Red,Fall,4.9,No,Free Shipping,Yes,Yes,16,Cash,Monthly
1996,22,Male,Belt,Accessories,137,Nevada,S,Pink,Winter,1,No,Express,No,No,41,Apple Pay,Monthly
1997,28,Female,Jacket,Clothing,89,Oregon,S,Red,Summer,1.1,Yes,Two-Day Shipping,Yes,No,25,Debit Card,Daily
1998,58,Female,Loafers,Footwear,50,Michigan,L,Red,Summer,4.2,Yes,Next Day Air,Yes,Yes,10,Cash,Monthly
1999,40,Female,Mules,Footwear,104,Florida,S,Black,Winter,1.5,Yes,Two-Day Shipping,No,Yes,35,PayPal,Weekly
2000,61,Male,Trench Coat,Outerwear,126,Nevada,XXL,Navy,Winter,3.5,No,Express,No,No,4,Debit Card,Quarterly
2001,39,Male,Necklace,Accessories,19,Texas,M,White,Spring,3.1,No,Store Pickup,No,Yes,8,Apple Pay,Weekly
2002,18,Male,Sneakers,Footwear,122,Texas,L,Navy,Summer,2,Yes,Express,Yes,Yes,45,Debit Card,Annually
2003,70,Female,Sunglasses,Accessories,65,Arizona,M,Red,Spring,4.9,Yes,Two-Day Shipping,Yes,Yes,55,Apple Pay,Annually
2004,25,Female,Windbreaker,Outerwear,124,Colorado,L,Purple,Winter,3.9,No,Standard,Yes,Yes,54,Credit Card,Bi-Weekly
2005,34,Male,Hat,Accessories,19,Illinois,XS,Pink,Winter,2.1,No,Standard,Yes,No,18,Bank Transfer,Annually
2006,24,Female,Watch,Accessories,39,Arizona,L,Olive,Summer,3.3,No,Store Pickup,Yes,Yes,37,Debit Card,Bi-Weekly
2007,40,Male,Jacket,Clothing,96,Washington,XS,Orange,Winter,3.5,No,Standard,Yes,Yes,21,Bank Transfer,Weekly
2008,28,Male,Necklace,Accessories,56,Florida,XXL,Purple,Spring,2.3,Yes,Next Day Air,No,No,15,PayPal,Bi-Weekly
2009,49,Female,Shorts,Clothing,59,Georgia,XXL,Orange,Summer,3.4,Yes,Standard,Yes,Yes,58,PayPal,Weekly
2010,50,Female,Necklace,Accessories,61,Arizona,L,Cream,Summer,2.6,Yes,Standard,No,No,34,Google Pay,Daily
2011,34,Female,Sneakers,Footwear,144,Texas,XXL,Teal,Winter,1.5,No,Standard,No,Yes,11,Google Pay,Weekly
2012,62,Female,Necklace,Accessories,108,Colorado,S,Black,Fall,3.9,No,Two-Day Shipping,No,No,20,Apple Pay,Monthly
2013,61,Male,Jacket,Clothing,129,Colorado,XL,Red,Spring,3.8,No,Next Day Air,No,Yes,28,Bank Transfer,Bi-Weekly
2014,23,Female,Belt,Accessories,15,Michigan,XL,Beige,Winter,4.6,Yes,Standard,No,Yes,11,Credit Card,Weekly
2015,63,Female,Mules,Footwear,30,Texas,XL,Red,Fall,2.8,Yes,Express,Yes,Yes,43,Apple Pay,Bi-Weekly
2016,65,Male,Raincoat,Outerwear,78,Oregon,XL,Teal,Winter,3.3,Yes,Next Day Air,Yes,No,44,Apple Pay,Daily
2017,51,Female,Heels,Footwear,147,Nevada,M,Navy,Fall,3.9,No,Two-Day Shipping,Yes,No,49,Debit Card,Quarterly
2018,62,Male,Parka,Outerwear,28,Oregon,XL,Black,Spring,2.9,No,Two-Day Shipping,No,No,50,PayPal,Bi-Weekly
2019,69,Female,Trench Coat,Outerwear,85,California,XS,Yellow,Winter,3.3,Yes,Store Pickup,No,Yes,24,Cash,Bi-Weekly
2020,37,Female,Scarf,Accessories,105,Colorado,XS,Cream,Winter,1.1,No,Express,No,Yes,58,Google Pay,Quarterly
2021,47,Female,Watch,Accessories,108,Michigan,M,Yellow,Summer,4.7,No,Free Shipping,No,Yes,24,Apple Pay,Quarterly
2022,37,Male,Scarf,Accessories,140,Washington,XXL,Red,Spring,5,Yes,Store Pickup,No,No,24,Credit Card,Annually
2023,60,Male,Oxfords,Footwear,15,Arizona,XL,Purple,Summer,2.6,Yes,Express,Yes,Yes,45,Cash,Quarterly
2024,18,Male,Hat,Accessories,63,Illinois,XL,Teal,Fall,1.5,No,Store Pickup,Yes,Yes,14,Credit Card,Weekly
2025,30,Male,Trench Coat,Outerwear,132,New York,M,Cream,Fall,4.2,No,Two-Day Shipping,No,Yes,16,Google Pay,Annually
2026,26,Male,Hoodie,Clothing,77,Ohio,L,Yellow,Spring,2.2,No,Standard,Yes,No,20,PayPal,Bi-Weekly
2027,27,Male,Raincoat,Outerwear,25,Illinois,XS,Yellow,Fall,1.3,No,Free Shipping,No,No,36,PayPal,Monthly
2028,67,Male,Raincoat,Outerwear,42,Michigan,XL,Red,Spring,4.8,Yes,Next Day Air,Yes,No,20,Credit Card,Monthly
2029,27,Male,Raincoat,Outerwear,53,Tennessee,XL,Orange,Summer,3.6,Yes,Free Shipping,No,No,18,Apple Pay,Quarterly
2030,60,Male,Scarf,Accessories,80,Georgia,M,Beige,Fall,3.3,Yes,Express,No,Yes,45,PayPal,Monthly
2031,49,Female,Cardigan,Clothing,94,Tennessee,S,Red,Summer,3,Yes,Two-Day Shipping,Yes,No,43,Bank Transfer,Monthly
